"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Melendez Jr., MJ",669004,2023,602,28.2,10.3,".310",".325",34.6,11.4,49.6,"101.434950217","95.609327411",34.4,47.9
"Edman, Tommy",669242,2023,528,15.9,6.6,".306",".312",27.9,5,38.8,"99.456717727","93.865892803",16.1,45.7
"Smith, Will",669257,2023,554,16.1,11.4,".345",".350",37.5,6.7,41.6,"99.645654456","94.001340492",19.5,45.7
"Suwinski, Jack",669261,2023,534,32.2,14,".341",".346",34.2,15.7,43.4,"102.173377122","95.316292734",30.1,39
"Burger, Jake",669394,2023,540,27.6,5.9,".349",".359",33.4,16.7,49.6,"105.009725862","96.989580029",34.1,54
"Hays, Austin",669720,2023,566,24.9,6.7,".330",".309",31,8.9,40.1,"100.462787656","94.411352037",28.4,46.6
"Paredes, Isaac",670623,2023,571,18.2,10.2,".362",".315",32.4,5.9,28.5,"96.372683866","92.205361059",18.2,45.6
"Friedl Jr., TJ",670770,2023,556,16.2,8.5,".353",".289",32,3.2,27.6,"96.368739947","92.196228515",18.4,42.2
"Casas, Triston",671213,2023,502,25.1,13.9,".367",".370",36.1,13.1,46.6,"102.616692288","95.686960262",28.1,43.6
"Harris II, Michael",671739,2023,539,18.7,4.6,".345",".357",34.6,10,48.5,"103.586789505","96.131496609",24.4,52.9
"Garcia, Maikel",672580,2023,515,22.3,7.4,".299",".319",36.9,3.9,50.6,"101.538604663","95.500565408",19.5,43.1
"Robert Jr., Luis",673357,2023,595,28.9,5,".358",".350",38,15.4,42.3,"101.844478191","95.05043424",33.5,58.3
"Kim, Ha-Seong",673490,2023,626,19.8,12,".330",".313",36.1,4.2,26.7,"96.561670433","92.283861587",17.8,38.9
"Suzuki, Seiya",673548,2023,583,22.3,10.1,".358",".357",36.5,10.5,48,"102.157061122","95.610201816",21.3,40.9
"Jung, Josh",673962,2023,515,29.3,5.8,".334",".337",41.9,11.9,47.4,"101.620526098","95.373200793",29.7,51.8
"Rodríguez, Julio",677594,2023,714,24.5,6.6,".347",".345",31.8,11.9,52,"104.082287708","96.812366417",28.3,53.9
"Witt Jr., Bobby",677951,2023,694,17.4,5.8,".343",".369",34.4,11.5,45.6,"102.080606768","95.411820457",22.8,50.5
"Tovar, Ezequiel",678662,2023,615,27,4.1,".298",".291",36.4,8.1,36.2,"99.019446394","93.628807036",31.3,59.7
"Torkelson, Spencer",679529,2023,684,25,9.8,".326",".349",33.2,14.1,50.9,"102.691928356","96.002045502",24.7,46.2
"Kwan, Steven",680757,2023,718,10.4,9.7,".313",".317",37.7,1.1,18.8,"94.063409324","91.031738203",11.2,41.2
"Stott, Bryson",681082,2023,640,15.6,6.1,".323",".309",36.4,4.7,35.2,"97.379136163","92.802445092",15.3,45
"Outman, James",681546,2023,567,31.9,12,".344",".325",38.2,11.1,39.9,"99.962159145","94.027798454",36.6,46
"Abrams, CJ",682928,2023,614,19.2,5.2,".306",".304",32.6,6.9,35.9,"98.814933243","93.426357297",22.5,53.5
"Carroll, Corbin",682998,2023,645,19.4,8.8,".370",".344",32.7,7.6,40.9,"100.972563211","94.780604736",21.6,45.8
"Henderson, Gunnar",683002,2023,622,25.6,9,".346",".346",32.9,11.4,52,"102.730226238","96.062562903",26.4,46.8
"Volpe, Anthony",683011,2023,601,27.8,8.7,".290",".308",35.5,9,43,"99.54617672","93.954577957",28.2,47.9
"Vaughn, Andrew",683734,2023,615,21,5.9,".321",".319",30.3,8.4,46.5,"101.661403","95.348849294",24.1,47.5
"Yoshida, Masataka",807799,2023,580,14,5.9,".339",".325",29.5,6.6,40.6,"100.123813246","94.28056556",18.3,43.3
